index,refHost
valasztas.hu,2072
arstechnica.com,2061
www.nbcnews.com,2060
web.mit.edu,2050
content.time.com,2048
www.vg.no,2044
kotaku.com,2041
www.tmz.com,2040
books.google.nl,2039
www.jewishvirtuallibrary.org,2031
indianexpress.com,2025
www.onlocationvacations.com,2025
www.destatis.de,2016
www.thegazette.co.uk,2012
www.itsanhonour.gov.au,2010
www.theaustralian.com.au,2007
www.sports.ru,1998
www.20minutes.fr,1996
www.vulture.com,1994
aviation-safety.net,1991
www.thefutoncritic.com,1990
www.sfi.se,1987
hemeroteca.abc.es,1987
indiatoday.intoday.in,1986
www.berliner-zeitung.de,1977
www.e-local.gob.mx,1976
www.championat.com,1975
emedicine.medscape.com,1966
globoesporte.globo.com,1959
countrystudies.us,1958
www.postalhistory.com,1955
www.gazeta.ru,1955
www.gamerankings.com,1954
www.ansa.it,1948
www.afpbb.com,1945
www.aljazeera.com,1939
www.emmys.com,1939
ssd.jpl.nasa.gov,1927
www.ina.fr,1925
www.sigmaaldrich.com,1923
news.cnet.com,1921
www.springerlink.com,1913
fr.fifa.com,1908
www.national-football-teams.com,1904
www.minorplanetcenter.net,1902
www.theverge.com,1901
www.ouest-france.fr,1900
www.winternet.com,1899
www.esa.int,1894
www.sanspo.com,1892
vimeo.com,1883
www.iltalehti.fi,1883
books.google.com.au,1880
www.moma.org,1877
www.newsweek.com,1875
www.tropicos.org,1870
www.tagesschau.de,1863
www.tshaonline.org,1859
ibnlive.in.com,1858
www.iltasanomat.fi,1858
www.festival-cannes.com,1858
www.senate.gov,1856
www.aftenposten.no,1844
www.lastampa.it,1843
www.parlament.gv.at,1842
uselectionatlas.org,1834
IPv6 URL,1833
www.apple.com,1827
global.britannica.com,1824
www.rp-online.de,1822
www.catholic-hierarchy.org,1811
www.city-data.com,1810
www.handelsblatt.com,1808
www.rg.ru,1808
cultura.elpais.com,1808
www.espncricinfo.com,1807
www.humanite.fr,1806
www.rfi.fr,1798
index.hu,1797
www.cricketarchive.com,1795
www.iht.com,1786
celebritybabies.people.com,1784
www.nrc.nl,1781
www.rsdoublage.com,1777
www.ynetnews.com,1770
eci.nic.in,1769
movies.ign.com,1768
www.indianexpress.com,1765
acharts.us,1757
www.famitsu.com,1755
www.olympic.org,1755
www.chessdom.com,1755
www.newscientist.com,1751
www.berlinale.de,1749
www.reelviews.net,1746
www.upi.com,1744
nypost.com,1743
plato.stanford.edu,1735
www.sciencemag.org,1732
www.20minutos.es,1729
slam.canoe.ca,1722
www.geni.com,1717
www.dw-world.de,1716
www.pagina12.com.ar,1714
www.microsoft.com,1710
explore.bfi.org.uk,1710
dictionary.reference.com,1706
books.google.fi,1700
www.ladepeche.fr,1696
oglobo.globo.com,1695
www.abendblatt.de,1693
sourceforge.net,1690
www.polygon.com,1684
snl.no,1677
diepresse.com,1675
sites.google.com,1673
www.post-gazette.com,1670
www.arsenal.com,1670
www.pmlp.gov.lv,1668
vizier.u-strasbg.fr,1662
www.standard.co.uk,1654
www.telerama.fr,1653
spicyonion.com,1649
www.biografiasyvidas.com,1649
www.washingtontimes.com,1647
www.ibtimes.com,1647
www.koreatimes.co.kr,1645
www.tvspielfilm.de,1638
www.hollywood.com,1633
www.bostonglobe.com,1629
www.cinemacontext.nl,1629
linkinghub.elsevier.com,1627
voxofilm.free.fr,1621
www.ipni.org,1616
www.chron.com,1614
www.slantmagazine.com,1613
www.motogp.com,1612
www.movieweb.com,1611
www.lavanguardia.com,1605
www.superherohype.com,1602
www.dailymotion.com,1601
www.nybooks.com,1598
bloody-disgusting.com,1597
www.skysports.com,1596
www.nacubo.org,1593
www.chinadaily.com.cn,1589
www.aria.com.au,1587
www.dr.dk,1585
www.bafta.org,1584
link.springer.com,1584
www.autosport.com,1582
www.hartau.de,1578
www.gnu.org,1578
www.columbia.edu,1578
www.gbrathletics.com,1575
www.epa.gov,1574
www.allkpop.com,1573
www.rap-up.com,1572
www.drugs.com,1571
www.cmt.com,1570
bleacherreport.com,1568
www.origo.hu,1566
www.stuff.co.nz,1566
data.bnf.fr,1564
www.la-croix.com,1563
www.sport-express.ru,1559
www.knesset.gov.il,1559
english.chosun.com,1559
d-nb.info,1558
www.france24.com,1555
www.artnet.com,1550
www.dradio.de,1550
www.publishersweekly.com,1549
www.filmaffinity.com,1549
www.canada.com,1545
www.eluniversal.com.mx,1542
www.telegraaf.nl,1541
www.british-history.ac.uk,1540
www.thepeerage.com,1537
www.express.co.uk,1536
www.metal-archives.com,1536
ent.sina.com.cn,1535
www.channel4.com,1535
www.nemzetisport.hu,1534
www.engadget.com,1530
www.broadwayworld.com,1529
www.dw.com,1529
www.europapress.es,1528
imdb.com,1527
www.theregister.co.uk,1522
www.ilsole24ore.com,1521
insidetv.ew.com,1515
articles.philly.com,1513
www.thetimes.co.uk,1507
politiken.dk,1505
www.blu-ray.com,1504
www.pnas.org,1502
www.globalsecurity.org,1499
www.allaboutjazz.com,1496
lescharts.com,1492
www.sciencedaily.com,1491
moviesblog.mtv.com,1491
www.gov.uk,1490
europa.eu,1488
nssdc.gsfc.nasa.gov,1482
www.goldenglobes.org,1481
www.telegraphindia.com,1480
www.expressen.se,1474
www.fr-online.de,1473
www.dbm.gov.ph,1471
www.wtatennis.com,1470
www.newsru.com,1465
www.eso.org,1458
www.bfs.admin.ch,1454
www.fao.org,1450
webcache.googleusercontent.com,1446
www.scotsman.com,1445
www.benoni.de,1441
www.angelfire.com,1440
bioguide.congress.gov,1439
www.museodelprado.es,1439
www.purepeople.com,1437
dic.academic.ru,1436
www.theweekinchess.com,1433
www.malayalachalachithram.com,1428
www.w3.org,1425
www.parismatch.com,1424
www.imdb.de,1424
www.bild.de,1419
www.vh1.com,1419
www.nikkei.com,1417
www.interieur.gouv.fr,1417
issuu.com,1417
www.snl.no,1417
news.sky.com,1416
www.mindat.org,1412
www.radiotimes.com,1411
www.daily.co.jp,1411
www.euskaltzaindia.net,1411
www.rtve.es,1404
docs.google.com,1403
www.researchgate.net,1403
artsbeat.blogs.nytimes.com,1400
www.standaard.be,1399
media.education.gouv.fr,1395
www.omegatiming.com,1395
www.imdb.fr,1379
www.ibtimes.co.in,1379
www.princeton.edu,1378
twitchfilm.com,1375
wyborcza.pl,1368
press.vatican.va,1368
autobus.cyclingnews.com,1365
www.infoplease.com,1364
www.trouw.nl,1363
www.rijksmuseum.nl,1362
www.b92.net,1362
www.njpw.co.jp,1362
search.japantimes.co.jp,1359
seattletimes.nwsource.com,1357
www.ilfattoquotidiano.it,1357
www.euroleague.net,1357
memory.loc.gov,1356
www.lesinrocks.com,1355
www.jiji.com,1353
fmg.ac,1353
www.npg.org.uk,1351
www.newstatesman.com,1351
www.firstshowing.net,1350
openlibrary.org,1346
www.businesswire.com,1342
www.deseretnews.com,1340
statistik-bw.de,1340
www.startribune.com,1337
hitparade.ch,1336
www.hurriyet.com.tr,1336
english.aljazeera.net,1335
www.behindwoods.com,1335
al20102007.narod.ru,1333
www.lalibre.be,1333
royalsociety.org,1331
www.yahoo.com,1328
eu-football.info,1327
books.google.co.in,1325
www.hrw.org,1324
rankings.ft.com,1324
www.seattlepi.com,1322
pxweb2.stat.fi,1321
www.dvdtalk.com,1320
www.voanews.com,1319
www.eestigiid.ee,1318
www.efloras.org,1318
www.n-tv.de,1318
www.popmatters.com,1315
www.bundestag.de,1311
www.ne.se,1310
www.amacad.org,1309
www.totalfilm.com,1308
boxrec.com,1306
movies.about.com,1306
www.sankei.com,1306
recensamant.referinte.transindex.ro,1305
www.spin.com,1304
planetarynames.wr.usgs.gov,1304
www.newsday.com,1302
www.wga.hu,1300
urn.nb.no,1300
www.cervantesvirtual.com,1297
www.pcgamer.com,1294
www.gameinformer.com,1293
www.iau.org,1293
www.belfasttelegraph.co.uk,1291
www.tokyohive.com,1289
www.cnbc.com,1286
int.soccerway.com,1286
sverigesradio.se,1284
movies.tvguide.com,1284
shsmo.org,1282
www.soompi.com,1273
www.whonamedit.com,1272
canadp-archivesenligne.paris.fr,1272
metro.co.uk,1271
www.cairn.info,1271
www.pcworld.com,1270
www.ara.cat,1269
www.wrestling-titles.com,1268
search.proquest.com,1268
es.fifa.com,1265
tools.wmflabs.org,1263
www.archiviolastampa.it,1259
thehill.com,1259
www.timeshighereducation.com,1259
www.worldsnooker.com,1259
vrk.fi,1258
next.liberation.fr,1257
content.usatoday.com,1254
www.timesofisrael.com,1251
www.musee-orsay.fr,1250
www.barks.jp,1249
entertainment.oneindia.in,1248
www.fide.com,1246
www.parliament.uk,1245
www.amazon.co.jp,1245
www.chartsinfrance.net,1240
www.geocities.com,1237
www.deutsche-biographie.de,1236
www.etymonline.com,1235
www.gf.org,1235
dutchcharts.nl,1235
epp.eurostat.ec.europa.eu,1234
www.cfa.harvard.edu,1234
www.questia.com,1233
hk.apple.nextmedia.com,1230
www.history.com,1228
www.britishmuseum.org,1226
popwatch.ew.com,1226
m.mlb.com,1225
www.orgsyn.org,1225
www.oecd.org,1220
www.academie-francaise.fr,1220
www.enciklopedija.hr,1219
www.lejdd.fr,1219
www.thisislondon.co.uk,1219
www.gamasutra.com,1219
www.royal.gov.uk,1215
www.sport.es,1214
www.fcbarcelona.com,1213
www.aintitcool.com,1212
www.naco.org,1212
music.yahoo.com,1212
www.mtv3.fi,1211
www.business-standard.com,1209
www.planespotters.net,1209
malayalasangeetham.info,1208
www.tribuneindia.com,1208
www.calflora.net,1206
news.mynavi.jp,1206
tass.ru,1205
finance.yahoo.com,1204
nedwww.ipac.caltech.edu,1204
www.starpulse.com,1203
www.bartleby.com,1202
www.premierleague.com,1201
hrcak.srce.hr,1194
allafrica.com,1193
www.govtrack.us,1193
www.ilgiornale.it,1192
www.heraldsun.com.au,1190
books.google.pl,1188
www.christies.com,1184
www.kino.de,1184
www.cbat.eps.harvard.edu,1184
www.thejakartapost.com,1183
books.google.am,1180
zpravy.idnes.cz,1180
www.iol.co.za,1178
docs.newsbank.com,1178
tribune.com.pk,1177
www.gamesradar.com,1177
www.london2012.com,1177
uk.ign.com,1177
books.google.com.ar,1176
www.unicef.org,1176
www.heraldscotland.com,1175
www.universalis.fr,1173
www.computerandvideogames.com,1170
www.thecanadianencyclopedia.com,1170
www.filmportal.de,1166
muse.jhu.edu,1165
boxofficeindia.com,1165
www.47news.jp,1163
archives.cnn.com,1162
www.joystiq.com,1161
www.nhl.com,1161
chessmetrics.com,1161
earthquake.usgs.gov,1159
www.rferl.org,1157
www.azcentral.com,1156
www.radio.cz,1153
www.filmsite.org,1152
www.kinopoisk.ru,1152
www.getty.edu,1151
www.svt.se,1150
www.pulitzer.org,1149
www.larousse.fr,1149
www.prisma.de,1149
www.vg247.com,1148
www.epodunk.com,1146
www.derwesten.de,1145
www.webmd.com,1142
groups.google.com,1140
www.walesonline.co.uk,1140
books.google.gr,1139
www.fimi.it,1136
www.billboard.biz,1135
www.jornada.unam.mx,1135
wayback.archive.org,1134
www.ngw.nl,1133
www.swimmingworldmagazine.com,1133
www.championat.ru,1132
www.premiere.fr,1131
www.huffingtonpost.fr,1128
mashable.com,1127
collection.nationalmuseum.se,1126
transcripts.cnn.com,1126
www.oregonlive.com,1126
www.stat.go.jp,1124
www.chess.co.uk,1122
www.espnfc.com,1121
www.hurriyetdailynews.com,1121
www.dailyrecord.co.uk,1120
censusviewer.com,1119
www.deccanchronicle.com,1119
www.marketwatch.com,1118
veja.abril.com.br,1118
www.cleveland.com,1115
comicbook.com,1114
news.livedoor.com,1112
de.wikisource.org,1104
www.premiososcar.net,1103
www.accessmylibrary.com,1101
www.ala.org,1097
www.fangoria.com,1095
grad-schools.usnews.rankingsandreviews.com,1091
www.amazon.de,1091
www.lapresse.ca,1090
www.miamiherald.com,1090
www.badische-zeitung.de,1089
www.cbssports.com,1089
www.arte.tv,1089
www.publico.pt,1089
www.ssninsider.com,1089
hdl.handle.net,1088
www.estadao.com.br,1087
news.nationalgeographic.com,1084
www.manager.co.th,1084
www3.interscience.wiley.com,1083
articles.sun-sentinel.com,1083
www.ceskatelevize.cz,1082
www.allodoublage.com,1082
www.myspace.com,1082
www.koreanfilm.or.kr,1079
www.hiphopdx.com,1079
www.novinky.cz,1078
www.vesti.ru,1073
business.avn.com,1072
www.iranicaonline.org,1072
www.nato.int,1069
www.mozilla.org,1069
jp.reuters.com,1066
www.dailytelegraph.com.au,1066
www.rian.ru,1064
wiki.ubuntu.com,1062
www.hinduonnet.com,1062
www.jeuneafrique.com,1061
www.publications.parliament.uk,1060
www.rockhall.com,1059
www.nejm.org,1059
economictimes.indiatimes.com,1058
paperspast.natlib.govt.nz,1057
www.locusmag.com,1056
www.pravda.com.ua,1053
www.zeno.org,1052
www.auswaertiges-amt.de,1050
www.silentera.com,1049
www.iso.org,1049
articles.baltimoresun.com,1049
www.europe1.fr,1048
esctoday.com,1046
www.dawn.com,1046
codes.ohio.gov,1046
www.torontosun.com,1045
www.istat.it,1043
www1.skysports.com,1042
investing.businessweek.com,1041
www.morgenpost.de,1039
www.philly.com,1039
www.tagesanzeiger.ch,1039
publications.newberry.org,1038
www.nga.gov,1038
film.guardian.co.uk,1037
movies.ndtv.com,1037
entertainment.time.com,1037
www.nola.com,1034
mantan-web.jp,1032
awardsdatabase.oscars.org,1031
www.listal.com,1030
mek.oszk.hu,1029
www.naxos.com,1028
www.democracynow.org,1027
www.merriam-webster.com,1026
www.polunbi.de,1024
www.helloproject.com,1022
2010.census.gov,1021
www.dfb.de,1018
www.kirkusreviews.com,1017
www.examiner.com,1017
www.nationalgallery.org.uk,1014
www.cisleithanien.eu,1013
content.nejm.org,1013
amateur-boxing.strefa.pl,1013
www.asiae.co.kr,1012
census2011.adrianfrith.com,1012
stat.bora.dopa.go.th,1010
translate.google.com,1010
www.nyc.gov,1009
www.labiennale.org,1009
www.formula1.com,1008
zeenews.india.com,1007
rockhall.com,1007
www.tvn24.pl,1005
www.swissinfo.ch,1003
www.complex.com,1003
articles.adsabs.harvard.edu,1003
omelete.uol.com.br,999
www.screenonline.org.uk,998
www.br.de,998
www.nhk.or.jp,998Í
